lat,lon,elevation,slope,veg_density,fire_prob,wui_dist,cost_rx_burn,cost_mechanical,cost_hand,min_cost,cheapest,prop_benefit_current,health_benefit_current,total_benefit_current,prop_benefit_ssp245,health_benefit_ssp245,total_benefit_ssp245,prop_benefit_ssp585,health_benefit_ssp585,total_benefit_ssp585,net_rx_current,net_mech_current,net_hand_current,net_min_current,net_rx_ssp245,net_mech_ssp245,net_hand_ssp245,net_min_ssp245,net_rx_ssp585,net_mech_ssp585,net_hand_ssp585,net_min_ssp585,bcr_rx_current,bcr_mech_current,bcr_hand_current
32.5,-123.30000000000007,103.0,0.0,0.238,0.085,101.1,47179.0,88498.0,155714.0,47179.0,rx_burn,18400.0,6227.0,24627.0,23974.0,8113.0,32087.0,32400.0,10965.0,43365.0,-22552.0,-63871.0,-131087.0,-22552.0,-15092.0,-56411.0,-123627.0,-15092.0,-3814.0,-45133.0,-112349.0,-3814.0,0.52,0.28,0.16
32.5,-123.25000000000007,114.0,11.7,0.219,0.085,104.5,57896.0,130831.0,146399.0,57896.0,rx_burn,4706.0,3899.0,8605.0,6008.0,4978.0,10986.0,8555.0,7088.0,15643.0,-49291.0,-122226.0,-137794.0,-49291.0,-46910.0,-119845.0,-135413.0,-46910.0,-42253.0,-115188.0,-130756.0,-42253.0,0.15,0.07,0.06
32.5,-123.20000000000007,245.0,0.0,0.28,0.109,93.2,58647.0,81755.0,176975.0,58647.0,rx_burn,0.0,894.0,894.0,0.0,1109.0,1109.0,0.0,1567.0,1567.0,-57753.0,-80861.0,-176081.0,-57753.0,-57538.0,-80646.0,-175866.0,-57538.0,-57080.0,-80188.0,-175408.0,-57080.0,0.02,0.01,0.01
32.5,-123.15000000000008,218.0,4.7,0.258,0.095,104.7,50459.0,113588.0,161871.0,50459.0,rx_burn,18301.0,0.0,18301.0,21343.0,0.0,21343.0,28057.0,0.0,28057.0,-32158.0,-95287.0,-143570.0,-32158.0,-29116.0,-92245.0,-140528.0,-29116.0,-22402.0,-85531.0,-133814.0,-22402.0,0.36,0.16,0.11
32.5,-123.10000000000008,224.0,5.1,0.206,0.08,90.2,42239.0,117520.0,132540.0,42239.0,rx_burn,11187.0,9414.0,20601.0,13596.0,11442.0,25038.0,19230.0,16182.0,35412.0,-21638.0,-96919.0,-111939.0,-21638.0,-17201.0,-92482.0,-107502.0,-17201.0,-6827.0,-82108.0,-97128.0,-6827.0,0.49,0.18,0.16
32.5,-123.05000000000008,226.0,7.8,0.198,0.087,103.1,40011.0,128128.0,144166.0,40011.0,rx_burn,0.0,2817.0,2817.0,0.0,3779.0,3779.0,0.0,4643.0,4643.0,-37194.0,-125311.0,-141349.0,-37194.0,-36232.0,-124349.0,-140387.0,-36232.0,-35368.0,-123485.0,-139523.0,-35368.0,0.07,0.02,0.02
32.5,-123.00000000000009,481.0,9.5,0.21,0.1,96.4,54363.0,78249.0,105997.0,54363.0,rx_burn,0.0,1039.0,1039.0,0.0,1378.0,1378.0,0.0,1854.0,1854.0,-53324.0,-77210.0,-104958.0,-53324.0,-52985.0,-76871.0,-104619.0,-52985.0,-52509.0,-76395.0,-104143.0,-52509.0,0.02,0.01,0.01
32.5,-122.95000000000009,97.0,9.2,0.192,0.078,93.3,47795.0,120218.0,141740.0,47795.0,rx_burn,0.0,9805.0,9805.0,0.0,11730.0,11730.0,0.0,14901.0,14901.0,-37990.0,-110413.0,-131935.0,-37990.0,-36065.0,-108488.0,-130010.0,-36065.0,-32894.0,-105317.0,-126839.0,-32894.0,0.21,0.08,0.07
32.5,-122.90000000000009,80.0,2.3,0.165,0.069,101.4,42242.0,111836.0,104538.0,42242.0,rx_burn,26861.0,14249.0,41110.0,32263.0,17115.0,49378.0,48018.0,25472.0,73490.0,-1132.0,-70726.0,-63428.0,-1132.0,7136.0,-62458.0,-55160.0,7136.0,31248.0,-38346.0,-31048.0,31248.0,0.97,0.37,0.39
32.5,-122.8500000000001,34.0,6.0,0.183,0.072,96.8,46254.0,106759.0,150635.0,46254.0,rx_burn,0.0,2695.0,2695.0,0.0,3417.0,3417.0,0.0,4414.0,4414.0,-43559.0,-104064.0,-147940.0,-43559.0,-42837.0,-103342.0,-147218.0,-42837.0,-41840.0,-102345.0,-146221.0,-41840.0,0.06,0.03,0.02
32.5,-122.8000000000001,247.0,8.3,0.167,0.108,107.3,64960.0,96434.0,133094.0,64960.0,rx_burn,0.0,10166.0,10166.0,0.0,12620.0,12620.0,0.0,18630.0,18630.0,-54794.0,-86268.0,-122928.0,-54794.0,-52340.0,-83814.0,-120474.0,-52340.0,-46330.0,-77804.0,-114464.0,-46330.0,0.16,0.11,0.08
32.5,-122.7500000000001,322.0,11.5,0.185,0.075,103.0,57463.0,131671.0,166803.0,57463.0,rx_burn,4871.0,3360.0,8231.0,6514.0,4493.0,11007.0,9854.0,6797.0,16651.0,-49232.0,-123440.0,-158572.0,-49232.0,-46456.0,-120664.0,-155796.0,-46456.0,-40812.0,-115020.0,-150152.0,-40812.0,0.14,0.06,0.05
32.5,-122.7000000000001,134.0,2.3,0.258,0.095,98.3,46869.0,117614.0,127148.0,46869.0,rx_burn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-46869.0,-117614.0,-127148.0,-46869.0,-46869.0,-117614.0,-127148.0,-46869.0,-46869.0,-117614.0,-127148.0,-46869.0,0.0,0.0,0.0
32.5,-122.6500000000001,24.0,2.0,0.142,0.054,97.7,35247.0,126017.0,140553.0,35247.0,rx_burn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-35247.0,-126017.0,-140553.0,-35247.0,-35247.0,-126017.0,-140553.0,-35247.0,-35247.0,-126017.0,-140553.0,-35247.0,0.0,0.0,0.0
32.5,-122.60000000000011,25.0,0.0,0.139,0.109,99.5,47464.0,102313.0,113132.0,47464.0,rx_burn,1824.0,0.0,1824.0,2350.0,0.0,2350.0,3542.0,0.0,3542.0,-45640.0,-100489.0,-111308.0,-45640.0,-45114.0,-99963.0,-110782.0,-45114.0,-43922.0,-98771.0,-109590.0,-43922.0,0.04,0.02,0.02
32.5,-122.55000000000011,245.0,4.7,0.187,0.077,109.8,40344.0,109897.0,111610.0,40344.0,rx_burn,0.0,5618.0,5618.0,0.0,7779.0,7779.0,0.0,11959.0,11959.0,-34726.0,-104279.0,-105992.0,-34726.0,-32565.0,-102118.0,-103831.0,-32565.0,-28385.0,-97938.0,-99651.0,-28385.0,0.14,0.05,0.05
32.5,-122.50000000000011,258.0,5.2,0.27,0.102,91.3,56195.0,111149.0,167342.0,56195.0,rx_burn,17020.0,13715.0,30735.0,21476.0,17306.0,38782.0,32067.0,25840.0,57907.0,-25460.0,-80414.0,-136607.0,-25460.0,-17413.0,-72367.0,-128560.0,-17413.0,1712.0,-53242.0,-109435.0,1712.0,0.55,0.28,0.18
32.5,-122.45000000000012,226.0,0.0,0.177,0.082,93.5,56839.0,114451.0,155988.0,56839.0,rx_burn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-56839.0,-114451.0,-155988.0,-56839.0,-56839.0,-114451.0,-155988.0,-56839.0,-56839.0,-114451.0,-155988.0,-56839.0,0.0,0.0,0.0
32.5,-122.40000000000012,44.0,0.2,0.184,0.075,107.3,59192.0,97462.0,138326.0,59192.0,rx_burn,12885.0,7320.0,20205.0,17073.0,9699.0,26772.0,20936.0,11894.0,32830.0,-38987.0,-77257.0,-118121.0,-38987.0,-32420.0,-70690.0,-111554.0,-32420.0,-26362.0,-64632.0,-105496.0,-26362.0,0.34,0.21,0.15
32.5,-122.35000000000012,177.0,6.5,0.22,0.098,94.2,39442.0,120408.0,118511.0,39442.0,rx_burn,0.0,3631.0,3631.0,0.0,5034.0,5034.0,0.0,7136.0,7136.0,-35811.0,-116777.0,-114880.0,-35811.0,-34408.0,-115374.0,-113477.0,-34408.0,-32306.0,-113272.0,-111375.0,-32306.0,0.09,0.03,0.03
32.5,-122.30000000000013,158.0,0.0,0.228,0.082,101.5,54631.0,101574.0,163770.0,54631.0,rx_burn,15340.0,0.0,15340.0,20265.0,0.0,20265.0,25600.0,0.0,25600.0,-39291.0,-86234.0,-148430.0,-39291.0,-34366.0,-81309.0,-143505.0,-34366.0,-29031.0,-75974.0,-138170.0,-29031.0,0.28,0.15,0.09
32.5,-122.25000000000013,172.0,0.0,0.204,0.1,103.8,21052.0,89261.0,117576.0,21052.0,rx_burn,16054.0,0.0,16054.0,20977.0,0.0,20977.0,30706.0,0.0,30706.0,-4998.0,-73207.0,-101522.0,-4998.0,-75.0,-68284.0,-96599.0,-75.0,9654.0,-58555.0,-86870.0,9654.0,0.76,0.18,0.14
32.5,-122.20000000000013,269.0,9.1,0.233,0.126,98.2,46275.0,142743.0,184278.0,46275.0,rx_burn,15899.0,0.0,15899.0,20756.0,0.0,20756.0,26205.0,0.0,26205.0,-30376.0,-126844.0,-168379.0,-30376.0,-25519.0,-121987.0,-163522.0,-25519.0,-20070.0,-116538.0,-158073.0,-20070.0,0.34,0.11,0.09
32.5,-122.15000000000013,170.0,8.2,0.246,0.104,103.8,51238.0,143638.0,122555.0,51238.0,rx_burn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-51238.0,-143638.0,-122555.0,-51238.0,-51238.0,-143638.0,-122555.0,-51238.0,-51238.0,-143638.0,-122555.0,-51238.0,0.0,0.0,0.0
32.5,-122.10000000000014,237.0,1.5,0.165,0.071,89.9,49805.0,80905.0,128341.0,49805.0,rx_burn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49805.0,-80905.0,-128341.0,-49805.0,-49805.0,-80905.0,-128341.0,-49805.0,-49805.0,-80905.0,-128341.0,-49805.0,0.0,0.0,0.0
32.5,-122.05000000000014,144.0,3.1,0.179,0.081,101.9,52991.0,127927.0,118192.0,52991.0,rx_burn,4566.0,0.0,4566.0,6172.0,0.0,6172.0,9309.0,0.0,9309.0,-48425.0,-123361.0,-113626.0,-48425.0,-46819.0,-121755.0,-112020.0,-46819.0,-43682.0,-118618.0,-108883.0,-43682.0,0.09,0.04,0.04
32.5,-122.00000000000014,176.0,2.6,0.176,0.061,109.1,45875.0,109863.0,94983.0,45875.0,rx_burn,0.0,338.0,338.0,0.0,451.0,451.0,0.0,673.0,673.0,-45537.0,-109525.0,-94645.0,-45537.0,-45424.0,-109412.0,-94532.0,-45424.0,-45202.0,-109190.0,-94310.0,-45202.0,0.01,0.0,0.0
32.5,-121.95000000000014,226.0,8.5,0.199,0.056,100.7,56992.0,99261.0,149207.0,56992.0,rx_burn,0.0,2195.0,2195.0,0.0,2921.0,2921.0,0.0,3974.0,3974.0,-54797.0,-97066.0,-147012.0,-54797.0,-54071.0,-96340.0,-146286.0,-54071.0,-53018.0,-95287.0,-145233.0,-53018.0,0.04,0.02,0.01
32.5,-121.90000000000015,0.0,0.0,0.24,0.075,103.7,59335.0,62812.0,127247.0,59335.0,rx_burn,27812.0,2950.0,30762.0,38691.0,4104.0,42795.0,49706.0,5272.0,54978.0,-28573.0,-32050.0,-96485.0,-28573.0,-16540.0,-20017.0,-84452.0,-16540.0,-4357.0,-7834.0,-72269.0,-4357.0,0.52,0.49,0.24
32.5,-121.85000000000015,81.0,0.0,0.237,0.092,112.5,42188.0,84447.0,160848.0,42188.0,rx_burn,0.0,3248.0,3248.0,0.0,4519.0,4519.0,0.0,6012.0,6012.0,-38940.0,-81199.0,-157600.0,-38940.0,-37669.0,-79928.0,-156329.0,-37669.0,-36176.0,-78435.0,-154836.0,-36176.0,0.08,0.04,0.02
32.5,-121.80000000000015,57.0,6.3,0.194,0.09,99.2,53280.0,113405.0,118923.0,53280.0,rx_burn,0.0,10295.0,10295.0,0.0,14162.0,14162.0,0.0,18025.0,18025.0,-42985.0,-103110.0,-108628.0,-42985.0,-39118.0,-99243.0,-104761.0,-39118.0,-35255.0,-95380.0,-100898.0,-35255.0,0.19,0.09,0.09
32.5,-121.75000000000016,30.0,0.0,0.226,0.094,93.5,44926.0,106689.0,126297.0,44926.0,rx_burn,0.0,12013.0,12013.0,0.0,16777.0,16777.0,0.0,20327.0,20327.0,-32913.0,-94676.0,-114284.0,-32913.0,-28149.0,-89912.0,-109520.0,-28149.0,-24599.0,-86362.0,-105970.0,-24599.0,0.27,0.11,0.1
32.5,-121.70000000000016,83.0,0.0,0.282,0.104,88.6,60137.0,95743.0,169917.0,60137.0,rx_burn,9495.0,3959.0,13454.0,11373.0,4742.0,16115.0,14597.0,6086.0,20683.0,-46683.0,-82289.0,-156463.0,-46683.0,-44022.0,-79628.0,-153802.0,-44022.0,-39454.0,-75060.0,-149234.0,-39454.0,0.22,0.14,0.08
32.5,-121.65000000000016,348.0,6.3,0.177,0.086,100.6,57296.0,94958.0,153693.0,57296.0,rx_burn,9083.0,5221.0,14304.0,12279.0,7058.0,19337.0,14934.0,8584.0,23518.0,-42992.0,-80654.0,-139389.0,-42992.0,-37959.0,-75621.0,-134356.0,-37959.0,-33778.0,-71440.0,-130175.0,-33778.0,0.25,0.15,0.09
32.5,-121.60000000000016,0.0,6.1,0.166,0.093,94.0,50659.0,79710.0,151971.0,50659.0,rx_burn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50659.0,-79710.0,-151971.0,-50659.0,-50659.0,-79710.0,-151971.0,-50659.0,-50659.0,-79710.0,-151971.0,-50659.0,0.0,0.0,0.0
32.5,-121.55000000000017,266.0,0.0,0.207,0.09,104.1,57678.0,107262.0,159859.0,57678.0,rx_burn,24.0,955.0,979.0,31.0,1246.0,1277.0,42.0,1684.0,1726.0,-56699.0,-106283.0,-158880.0,-56699.0,-56401.0,-105985.0,-158582.0,-56401.0,-55952.0,-105536.0,-158133.0,-55952.0,0.02,0.01,0.01
32.5,-121.50000000000017,0.0,0.0,0.206,0.077,105.3,44856.0,103700.0,137873.0,44856.0,rx_burn,4202.0,2336.0,6538.0,5357.0,2978.0,8335.0,7259.0,4035.0,11294.0,-38318.0,-97162.0,-131335.0,-38318.0,-36521.0,-95365.0,-129538.0,-36521.0,-33562.0,-92406.0,-126579.0,-33562.0,0.15,0.06,0.05
32.5,-121.45000000000017,68.0,3.5,0.219,0.1,97.7,62868.0,118096.0,119713.0,62868.0,rx_burn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-62868.0,-118096.0,-119713.0,-62868.0,-62868.0,-118096.0,-119713.0,-62868.0,-62868.0,-118096.0,-119713.0,-62868.0,0.0,0.0,0.0
32.5,-121.40000000000018,141.0,5.3,0.164,0.067,91.8,40681.0,141913.0,151911.0,40681.0,rx_burn,15586.0,0.0,15586.0,21303.0,0.0,21303.0,25855.0,0.0,25855.0,-25095.0,-126327.0,-136325.0,-25095.0,-19378.0,-120610.0,-130608.0,-19378.0,-14826.0,-116058.0,-126056.0,-14826.0,0.38,0.11,0.1
32.5,-121.35000000000018,203.0,4.2,0.219,0.077,104.0,56068.0,87006.0,117702.0,56068.0,rx_burn,11947.0,162.0,12109.0,15792.0,214.0,16006.0,23802.0,323.0,24125.0,-43959.0,-74897.0,-105593.0,-43959.0,-40062.0,-71000.0,-101696.0,-40062.0,-31943.0,-62881.0,-93577.0,-31943.0,0.22,0.14,0.1
32.5,-121.30000000000018,221.0,3.2,0.246,0.12,98.1,54338.0,124936.0,97746.0,54338.0,rx_burn,19457.0,594.0,20051.0,23390.0,714.0,24104.0,35897.0,1096.0,36993.0,-34287.0,-104885.0,-77695.0,-34287.0,-30234.0,-100832.0,-73642.0,-30234.0,-17345.0,-87943.0,-60753.0,-17345.0,0.37,0.16,0.21
32.5,-121.25000000000018,232.0,4.4,0.167,0.069,103.8,52132.0,96948.0,105779.0,52132.0,rx_burn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-52132.0,-96948.0,-105779.0,-52132.0,-52132.0,-96948.0,-105779.0,-52132.0,-52132.0,-96948.0,-105779.0,-52132.0,0.0,0.0,0.0
32.5,-121.20000000000019,59.0,0.0,0.203,0.098,100.0,43441.0,72836.0,183796.0,43441.0,rx_burn,0.0,4292.0,4292.0,0.0,5646.0,5646.0,0.0,7770.0,7770.0,-39149.0,-68544.0,-179504.0,-39149.0,-37795.0,-67190.0,-178150.0,-37795.0,-35671.0,-65066.0,-176026.0,-35671.0,0.1,0.06,0.02
32.5,-121.15000000000019,41.0,1.1,0.172,0.091,101.5,55949.0,85000.0,161515.0,55949.0,rx_burn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-55949.0,-85000.0,-161515.0,-55949.0,-55949.0,-85000.0,-161515.0,-55949.0,-55949.0,-85000.0,-161515.0,-55949.0,0.0,0.0,0.0
32.5,-121.1000000000002,237.0,9.9,0.159,0.066,102.2,61978.0,80860.0,127015.0,61978.0,rx_burn,0.0,8306.0,8306.0,0.0,10313.0,10313.0,0.0,15675.0,15675.0,-53672.0,-72554.0,-118709.0,-53672.0,-51665.0,-70547.0,-116702.0,-51665.0,-46303.0,-65185.0,-111340.0,-46303.0,0.13,0.1,0.07
32.5,-121.0500000000002,78.0,0.0,0.238,0.128,98.8,58929.0,88204.0,121499.0,58929.0,rx_burn,0.0,57.0,57.0,0.0,78.0,78.0,0.0,105.0,105.0,-58872.0,-88147.0,-121442.0,-58872.0,-58851.0,-88126.0,-121421.0,-58851.0,-58824.0,-88099.0,-121394.0,-58824.0,0.0,0.0,0.0
32.5,-121.0000000000002,0.0,0.0,0.21,0.084,102.8,54894.0,98355.0,114360.0,54894.0,rx_burn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-54894.0,-98355.0,-114360.0,-54894.0,-54894.0,-98355.0,-114360.0,-54894.0,-54894.0,-98355.0,-114360.0,-54894.0,0.0,0.0,0.0
32.5,-120.9500000000002,0.0,0.0,0.157,0.076,107.7,42881.0,96464.0,148748.0,42881.0,rx_burn,4075.0,0.0,4075.0,4783.0,0.0,4783.0,5951.0,0.0,5951.0,-38806.0,-92389.0,-144673.0,-38806.0,-38098.0,-91681.0,-143965.0,-38098.0,-36930.0,-90513.0,-142797.0,-36930.0,0.1,0.04,0.03
32.5,-120.9000000000002,0.0,0.0,0.227,0.086,93.0,74593.0,69906.0,132908.0,69906.0,mechanical,12481.0,5709.0,18190.0,15911.0,7278.0,23189.0,21286.0,9737.0,31023.0,-56403.0,-51716.0,-114718.0,-51716.0,-51404.0,-46717.0,-109719.0,-46717.0,-43570.0,-38883.0,-101885.0,-38883.0,0.24,0.26,0.14
